key,subject_dataset_key,subject_rank,subject_name,target_rank,target_name,target_id
3335,1166,genus,Orthoscelus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3336,1166,genus,Stenoptochus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3337,1166,genus,Amphorygma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3338,1166,genus,Mirorhynchus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3339,1166,genus,Brachymerinthus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3340,1166,genus,Rhyparophilus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3341,1166,genus,Wagneriella,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3342,1166,genus,Marshalla,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3343,1166,genus,Echinomyllocerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3344,1166,genus,Megalometis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3345,1166,genus,Aphaeromias,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3346,1166,genus,Myosides,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3347,1166,genus,Parhaptomerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3348,1166,genus,Pseudotrachyphloeosoma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3349,1166,genus,Piezophrys,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3350,1166,genus,Rhinospathe,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3351,1166,genus,Oncophyes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3352,1166,genus,Episomellus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3353,1166,genus,Eudraces,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3354,1166,genus,Triangulomias,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3355,1166,genus,Bradybamon,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3356,1166,genus,Parthenides,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3357,1166,genus,Pachnaeus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3358,1166,genus,Palaeoalatorostrum,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3359,1166,genus,Asynetus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3360,1166,genus,Sciobius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3361,1166,genus,Anidius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3362,1166,genus,Teratopactus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3363,1166,genus,Mutillarius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3364,1166,genus,Heisonyx,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3365,1166,genus,Aphyonotus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3366,1166,genus,Pseudomyllocerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3367,1166,genus,Sphingorrhinotus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3368,1166,genus,Amystax,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3369,1166,genus,Diaecoderus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3370,1166,genus,Pseudotiorhynchus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3371,1166,genus,Atactoglymma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3372,1166,genus,Enoplopactus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3373,1166,genus,Teripelus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3374,1166,genus,Omias,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3375,1166,genus,Catodryobiolus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3376,1166,genus,Sphenomorpha,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3377,1166,genus,Resites,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3378,1166,genus,Sanchezruizia,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3379,1166,genus,Cyrtomon,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3380,1166,genus,Diatropus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3381,1166,genus,Scaeorrhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3382,1166,genus,Dermatoxenus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3383,1166,genus,Sphenogaster,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3384,1166,genus,Lagenolobus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3385,1166,genus,Atrotitis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3386,1166,genus,Cratopophilus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3387,1166,genus,Nemocestes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3388,1166,genus,Thyraulus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3389,1166,genus,Pycnophilus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3390,1166,genus,Caneorhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3391,1166,genus,Synaptocephalus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3392,1166,genus,Oedecnemidius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3393,1166,genus,Nanomias,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3394,1166,genus,Coptorhynchus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3395,1166,genus,Catorygma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3396,1166,genus,Anemophilus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3397,1166,genus,Parasystatiella,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3398,1166,genus,Rhinoscapha,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3399,1166,genus,Cyphopus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3400,1166,genus,Grammicodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3401,1166,genus,Syntaphocerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3402,1166,genus,Rhynchotious,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3403,1166,genus,Hypsonotolobus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3404,1166,genus,Sciadrusus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3405,1166,genus,Choerorhamphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3406,1166,genus,Gobidrusus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3407,1166,genus,Geotragus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3408,1166,genus,Rhigopsis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3409,1166,genus,Anemeroides,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3410,1166,genus,Pomphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3411,1166,genus,Blosyrosoma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3412,1166,genus,Megamecus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3413,1166,genus,Trigonops,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3414,1166,genus,Eremnus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3415,1166,genus,Epibrithus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3416,1166,genus,Oenassus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3417,1166,genus,Cercophorus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3418,1166,genus,Rhadinoscapus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3419,1166,genus,Stomodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3420,1166,genus,Exophthalmida,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3421,1166,genus,Porophorus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3422,1166,genus,Apocyrtidius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3423,1166,genus,Heteromeira,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3424,1166,genus,Schelopius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3425,1166,genus,Prepodellus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3426,1166,genus,Xeralophus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3427,1166,genus,Hypolagocaulus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3428,1166,genus,Naupactus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3429,1166,genus,Tropirhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3430,1166,genus,Centyres,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3431,1166,genus,Andrion,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3432,1166,genus,Gastrocis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3433,1166,genus,Obrieniolus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3434,1166,genus,Ecezius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3435,1166,genus,Aphytoscaphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3436,1166,genus,Amicromias,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3437,1166,genus,Nesogenocis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3438,1166,genus,Polycleidellus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3439,1166,genus,Oclandius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3440,1166,genus,Paratactus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3441,1166,genus,Haptomerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3442,1166,genus,Lepidepistomus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3443,1166,genus,Cydianerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3444,1166,genus,Tistortiella,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3445,1166,genus,Catoptes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3446,1166,genus,Pseudoblosyrus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3447,1166,genus,Ochnodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3448,1166,genus,Cirrorhynchus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3449,1166,genus,Zyrcosa,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3450,1166,genus,Torishimazo,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3451,1166,genus,Lepretius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3452,1166,genus,Sphrigodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3453,1166,genus,Palaeocneorhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3454,1166,genus,Aparasystates,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3455,1166,genus,Ottinychus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3456,1166,genus,Erepsimus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3457,1166,genus,Heterostylus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3458,1166,genus,Asmaratrox,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3459,1166,genus,Acherdus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3460,1166,genus,Monoscapha,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3461,1166,genus,Doleropus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3462,1166,genus,Catergus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3463,1166,genus,Sargon,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3464,1166,genus,Polyrhabdotus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3465,1166,genus,Seneciobius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3466,1166,genus,Leptopius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3467,1166,genus,Omiocratus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3468,1166,genus,Basedowia,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3469,1166,genus,Heterexis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3470,1166,genus,Apirocalodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3471,1166,genus,Piazomias,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3472,1166,genus,Hadropus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3473,1166,genus,Platypterocis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3474,1166,genus,Straticus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3475,1166,genus,Leuroscapus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3476,1166,genus,Hypomeces,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3477,1166,genus,Simodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3478,1166,genus,Elytrurus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3479,1166,genus,Chaetechidius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3480,1166,genus,Pareremnodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3481,1166,genus,Gyratogaster,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3482,1166,genus,Therapontigonus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3483,1166,genus,Isaniris,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3484,1166,genus,Tanysomus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3485,1166,genus,Hlavena,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3486,1166,genus,Malvinius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3487,1166,genus,Celebia,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3488,1166,genus,Melanolemma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3489,1166,genus,Thompsonanthus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3490,1166,genus,Mitostylus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3491,1166,genus,Psapharus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3492,1166,genus,Urometopus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3493,1166,genus,Pandeleteinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3494,1166,genus,Amyllocerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3495,1166,genus,Herpisticus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3496,1166,genus,Anametis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3497,1166,genus,Amisallus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3498,1166,genus,Parapholicodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3499,1166,genus,Prasocella,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3500,1166,genus,Ochtarthrum,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3501,1166,genus,Plectrophoroides,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3502,1166,genus,Brachystylus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3503,1166,genus,Claeoteges,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3504,1166,genus,Samobius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3505,1166,genus,Dirotognathus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3506,1166,genus,Leurops,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3507,1166,genus,Tokara,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3508,1166,genus,Parvorhynchus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3509,1166,genus,Polydrosodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3510,1166,genus,Meteremnus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3511,1166,genus,Amphidees,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3512,1166,genus,Macropterus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3513,1166,genus,Cecyropa,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3514,1166,genus,Stenocorynus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3515,1166,genus,Holcolydoprus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3516,1166,genus,Cychrotonus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3517,1166,genus,Behrensiellus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3518,1166,genus,Amphitmetus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3519,1166,genus,Holoprosopus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3520,1166,genus,Anomophthalmus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3521,1166,genus,Premnotrypes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3522,1166,genus,Galapagonotus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3523,1166,genus,Stomodesops,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3524,1166,genus,Pseudoproictes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3525,1166,genus,Mendozella,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3526,1166,genus,Decienus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3527,1166,genus,Antoineus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3528,1166,genus,Exorides,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3529,1166,genus,Neoptochus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3530,1166,genus,Melanocyphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3531,1166,genus,Pleurodirus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3532,1166,genus,Tetragonomus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3533,1166,genus,Iranorrhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3534,1166,genus,Homodus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3535,1166,genus,Pseudapocyrtus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3536,1166,genus,Phaedropus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3537,1166,genus,Polyphrades,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3538,1166,genus,Sphaeropterus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3539,1166,genus,Scrobops,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3540,1166,genus,Xestorhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3541,1166,genus,Velazquezia,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3542,1166,genus,Colecerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3543,1166,genus,Phrixopogon,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3544,1166,genus,Gymnopholus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3545,1166,genus,Subleptospyris,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3546,1166,genus,Leptomeira,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3547,1166,genus,Coelositona,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3548,1166,genus,Platymycterus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3549,1166,genus,Apodrosus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3550,1166,genus,Dicasticus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3551,1166,genus,Merullodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3552,1166,genus,Psomeles,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3553,1166,genus,Leptospyridus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3554,1166,genus,Lepidophorus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3555,1166,genus,Eusomomorphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3556,1166,genus,Rhinodontodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3557,1166,genus,Homalorhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3558,1166,genus,Adorhabdotus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3559,1166,genus,Scelianoma,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3560,1166,genus,Paratmetus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3561,1166,genus,Sulla,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3562,1166,genus,Palaeocrassirhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3563,1166,genus,Cneorhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3564,1166,genus,Evadodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3565,1166,genus,Geniocremnus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3566,1166,genus,Paramycter,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3567,1166,genus,Eucoleocerus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3568,1166,genus,Afromuelleria,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3569,1166,genus,Barianus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3570,1166,genus,Aetherhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3571,1166,genus,Atrichonotus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3572,1166,genus,Lachnopus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3573,1166,genus,Hilaus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3574,1166,genus,Epitimetes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3575,1166,genus,Miostictus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3576,1166,genus,Trachyphilus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3577,1166,genus,Isodrusus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3578,1166,genus,Cautoderus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3579,1166,genus,Asceparnus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3580,1166,genus,Peritelus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3581,1166,genus,Atactophysis,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3582,1166,genus,Cimbocera,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3583,1166,genus,Paurommatus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3584,1166,genus,Eryngus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3585,1166,genus,Neohustachius,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3586,1166,genus,Paragraphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3587,1166,genus,Lordops,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3588,1166,genus,Colpomus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3589,1166,genus,Porpacus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3590,1166,genus,Thoraconaupactus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3591,1166,genus,Atmesia,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3592,1166,genus,Pseudomelactus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3593,1166,genus,Ischionoplus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3594,1166,genus,Neotournieria,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3595,1166,genus,Parapoteriothorax,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3596,1166,genus,Achradidiomorphus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3597,1166,genus,Loxorhinus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3598,1166,genus,Asceparnodes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3599,1166,genus,Catastygnus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3600,1166,genus,Brachycamacus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3601,1166,genus,Hemieuryomus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3602,1166,genus,Metacinops,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3603,1166,genus,Zarazagaia,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3604,1166,genus,Holorrhynchus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3605,1166,genus,Solariola,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3606,1166,genus,Diaprepes,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3607,1166,genus,Nucterocephalus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3608,1166,genus,Acanthalophus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3609,1166,genus,Allotimareta,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3610,1166,genus,Dasydema,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
3611,1166,genus,Omileus,family,Curculionidae,99218ce0-d0de-44a6-ae45-b774036862c6
