person	form	kind	code	source
ipni:12306-1	Wagab.	STANDARD	BOT	ipni
ipni:12306-1	Michio Wagabayashi	FULL	ANY	ipni
ipni:12389-1	Curran	STANDARD	BOT	ipni
ipni:12389-1	Mary Katharine Curran	FULL	ANY	ipni
ipni:12444-1	Goujaud	STANDARD	BOT	ipni
ipni:12444-1	Aimé Jacques Alexandre Goujaud	FULL	ANY	ipni
ipni:12584-1	F.F.Jones	STANDARD	BOT	ipni
ipni:12584-1	Florence Freeman Jones	FULL	ANY	ipni
ipni:12584-1	Florence Lucinda Jones	VARIANT	ANY	ipni
ipni:12601-1	Kensit	STANDARD	BOT	ipni
ipni:12601-1	Harriet Margaret Louisa Kensit	FULL	ANY	ipni
ipni:12603-1	P.M.Kern	STANDARD	BOT	ipni
ipni:12603-1	Patricia M. Kern	FULL	ANY	ipni
ipni:12643-1	F.M.Leight.	STANDARD	BOT	ipni
ipni:12643-1	Frances Margaret Leighton	FULL	ANY	ipni
ipni:12870-1	Skalická	STANDARD	BOT	ipni
ipni:12870-1	Anna Skalická	FULL	ANY	ipni
ipni:13050-1	E.G.Clem.	STANDARD	BOT	ipni
ipni:13050-1	Edith Gertrude (Schwartz) Clements	FULL	ANY	ipni
ipni:13406-1	C.O.Goodd.	STANDARD	BOT	ipni
ipni:13406-1	Charlotte Olive Goodding	FULL	ANY	ipni
ipni:13406-1	Charlotte Goodding Reeder	VARIANT	ANY	ipni
ipni:13445-1	Zavort.	STANDARD	BOT	ipni
ipni:13445-1	Joyce E. Zavortink	FULL	ANY	ipni
ipni:13579-1	Fenley	STANDARD	BOT	ipni
ipni:13579-1	Kittie Lucille Fenley	FULL	ANY	ipni
ipni:14106-1	Noerdl.	STANDARD	BOT	ipni
ipni:14106-1	Hermann Noerdlinger	FULL	ANY	ipni
ipni:1513-1	Chandrasekh.	STANDARD	BOT	ipni
ipni:1513-1	P. Chandrasekharan	FULL	ANY	ipni
ipni:15505-1	N.Zhao	STANDARD	BOT	ipni
ipni:15505-1	Neng Zhao	FULL	ANY	ipni
ipni:16499-1	Breen	STANDARD	BOT	ipni
ipni:16499-1	Ruth Olive Schornhurst Breen	FULL	ANY	ipni
ipni:1796-1	Corb.	STANDARD	BOT	ipni
ipni:1796-1	François Marie Louis Corbière	FULL	ANY	ipni
ipni:18685-1	S.G.M.Fawc.	STANDARD	BOT	ipni
ipni:18685-1	Stella Grace Maisie Fawcett	FULL	ANY	ipni
ipni:18944-1	E.F.Franklin	STANDARD	BOT	ipni
ipni:18944-1	Esmé Frances Franklin	FULL	ANY	ipni
ipni:20002549-1	Keiñl.	STANDARD	BOT	ipni
ipni:20002549-1	Keiñl.	FULL	ANY	ipni
ipni:20003022-1	Cañ.-Gib.	STANDARD	BOT	ipni
ipni:20003022-1	Connie Fe Cañete-Gibas	FULL	ANY	ipni
ipni:20006141-2	R.A.Nelson	STANDARD	BOT	ipni
ipni:20006141-2	Ruth Ashton Nelson	FULL	ANY	ipni
ipni:20009311-2	T.B.Zhao	STANDARD	BOT	ipni
ipni:20009311-2	Tianbang Zhao	FULL	ANY	ipni
ipni:20009311-2	Tian Bang Zhao	VARIANT	ANY	ipni
ipni:20009757-1	C.Pedrotti	STANDARD	BOT	ipni
ipni:20009757-1	Carmela Cortini Pedrotti	FULL	ANY	ipni
ipni:20010524-1	Ottaviani	STANDARD	BOT	ipni
ipni:20010524-1	Vicenzo Ottaviani	FULL	ANY	ipni
ipni:20011057-2	Ed.L.Taylor	STANDARD	BOT	ipni
ipni:20011057-2	Edith L. Taylor	FULL	ANY	ipni
ipni:20011057-2	Edith L. Smoot	VARIANT	ANY	ipni
ipni:20015776-1	T.B.Nguyen	STANDARD	BOT	ipni
ipni:20015776-1	Tien Ban Nguyen	FULL	ANY	ipni
ipni:20019047-1	Bano	STANDARD	BOT	ipni
ipni:20019047-1	Roohi Bano	FULL	ANY	ipni
ipni:20020435-1	D.G.Ribeiro	STANDARD	BOT	ipni
ipni:20020435-1	Dalva G. Ribeiro	FULL	ANY	ipni
ipni:20023881-1	M.P.Morim	STANDARD	BOT	ipni
ipni:20023881-1	Marli Pires Morim	FULL	ANY	ipni
ipni:20023881-1	Marli Morim de Lima	VARIANT	ANY	ipni
ipni:20023881-1	Marli Pires Morim de Lima	VARIANT	ANY	ipni
ipni:20024699-1	D.Crantz	STANDARD	BOT	ipni
ipni:20024699-1	David Crantz	FULL	ANY	ipni
ipni:20024862-1	Bolsan.	STANDARD	BOT	ipni
ipni:20024862-1	Renato Ximenes Bolsanello	FULL	ANY	ipni
ipni:20027225-1	K.Řeháková	STANDARD	BOT	ipni
ipni:20027225-1	Klára Řeháková	FULL	ANY	ipni
ipni:20027225-1	Klára Kaštovská	VARIANT	ANY	ipni
ipni:20027226-1	Řezáčová	STANDARD	BOT	ipni
ipni:20027226-1	Magda Řezáčová	FULL	ANY	ipni
ipni:20027226-1	Magda Řezáčová-Škaloudová	VARIANT	ANY	ipni
ipni:20027226-1	Magda Škaloudová	VARIANT	ANY	ipni
ipni:20027964-1	M.Kang	STANDARD	BOT	ipni
ipni:20027964-1	Ming Kang	FULL	ANY	ipni
ipni:20029357-1	N.Schuetz	STANDARD	BOT	ipni
ipni:20029357-1	Nicole Schuetz	FULL	ANY	ipni
ipni:20030925-1	V.S.Samp.	STANDARD	BOT	ipni
ipni:20030925-1	Valéria Silva Sampaio	FULL	ANY	ipni
ipni:20031861-1	Bo Y.Yang	STANDARD	BOT	ipni
ipni:20031861-1	Bo Yun Yang	FULL	ANY	ipni
ipni:20034414-1	A.B.Peña	STANDARD	BOT	ipni
ipni:20034414-1	Alexandrina Bácenas Peña	FULL	ANY	ipni
ipni:20034622-1	Amtoft	STANDARD	BOT	ipni
ipni:20034622-1	Anja Amtoft	FULL	ANY	ipni
ipni:20034839-1	Ban.Lal	STANDARD	BOT	ipni
ipni:20034839-1	Banwari Lal	FULL	ANY	ipni
ipni:20034918-1	E.M.Bulakh	STANDARD	BOT	ipni
ipni:20034918-1	E.M. Bulakh	FULL	ANY	ipni
ipni:20034935-1	Bremme	STANDARD	BOT	ipni
ipni:20034935-1	Bremme	FULL	ANY	ipni
ipni:20035330-1	Caruana-Gatto	STANDARD	BOT	ipni
ipni:20035330-1	Caruana-Gatto	FULL	ANY	ipni
ipni:20035382-1	Gunde Cimerman	STANDARD	BOT	ipni
ipni:20035382-1	N. Gunde Cimerman	FULL	ANY	ipni
ipni:20035976-1	E.J.Carvajal	STANDARD	BOT	ipni
ipni:20035976-1	Enrique Javier Carvajal Barriga	FULL	ANY	ipni
ipni:20036563-1	H.F.Glen	STANDARD	BOT	ipni
ipni:20036563-1	Hugh (Francis) Glen	FULL	ANY	ipni
ipni:20036888-1	Marinc.	STANDARD	BOT	ipni
ipni:20036888-1	Seonju Marincowitz	FULL	ANY	ipni
ipni:20037684-1	Sh.Kurogi	STANDARD	BOT	ipni
ipni:20037684-1	Shuichi Kurogi	FULL	ANY	ipni
ipni:20037714-1	Ramirez-Prado	STANDARD	BOT	ipni
ipni:20037714-1	J.H. Ramirez-Prado	FULL	ANY	ipni
ipni:20038209-1	Yi Li	STANDARD	BOT	ipni
ipni:20038209-1	Yi Li	FULL	ANY	ipni
ipni:20038346-1	M.Véliz	STANDARD	BOT	ipni
ipni:20038346-1	Mario Véliz Pérez	FULL	ANY	ipni
ipni:20038829-1	P.C.Y.Wood	STANDARD	BOT	ipni
ipni:20038829-1	P.C.Y. Wood	FULL	ANY	ipni
ipni:20039008-1	X.Zhao	STANDARD	BOT	ipni
ipni:20039008-1	Xin Zhao	FULL	ANY	ipni
ipni:20039317-1	J.J.Oliveira	STANDARD	BOT	ipni
ipni:20039317-1	J.J. Oliveira	FULL	ANY	ipni
ipni:20039621-1	Yuan Y.Chen	STANDARD	BOT	ipni
ipni:20039621-1	Yuan You Chen	FULL	ANY	ipni
ipni:20039864-1	Pérez-Pérez	STANDARD	BOT	ipni
ipni:20039864-1	Rosa Emilia Pérez-Pérez	FULL	ANY	ipni
ipni:20039927-1	Xin Yu Wang	STANDARD	BOT	ipni
ipni:20039927-1	Xin Yu Wang	FULL	ANY	ipni
ipni:20040629-1	Aguero	STANDARD	BOT	ipni
ipni:20040629-1	Blanka Aguero	FULL	ANY	ipni
ipni:20040629-1	Buryová Aguero	VARIANT	ANY	ipni
ipni:20040629-1	Buryová Shaw	VARIANT	ANY	ipni
ipni:20041894-1	Yu Hsin Tseng	STANDARD	BOT	ipni
ipni:20041894-1	Yu Hsin Tseng	FULL	ANY	ipni
ipni:20045077-1	Aongyong	STANDARD	BOT	ipni
ipni:20045077-1	Kithisak Aongyong	FULL	ANY	ipni
ipni:20045077-1	Kithisak Chanthamrong	VARIANT	ANY	ipni
ipni:20045690-1	Gadd	STANDARD	BOT	ipni
ipni:20045690-1	Pehr Adrian Gadd	FULL	ANY	ipni
ipni:20045704-1	Bokil	STANDARD	BOT	ipni
ipni:20045704-1	Sarang A. Bokil	FULL	ANY	ipni
ipni:20046398-1	A.Liu	STANDARD	BOT	ipni
ipni:20046398-1	Ang Liu	FULL	ANY	ipni
ipni:20046403-1	Xiao J.Liu	STANDARD	BOT	ipni
ipni:20046403-1	Xiao Juan Liu	FULL	ANY	ipni
ipni:20046403-1	Xiao-Juan Liu	VARIANT	ANY	ipni
ipni:20046404-1	Reiter	STANDARD	BOT	ipni
ipni:20046404-1	Noushka H. Reiter	FULL	ANY	ipni
ipni:20046405-1	Kosky	STANDARD	BOT	ipni
ipni:20046405-1	William Kosky	FULL	ANY	ipni
ipni:20046406-1	F.J.Hoffm.	STANDARD	BOT	ipni
ipni:20046406-1	Franz J. Hoffmann	FULL	ANY	ipni
ipni:20046407-1	Müll.-Praust	STANDARD	BOT	ipni
ipni:20046407-1	R. Müller-Praust	FULL	ANY	ipni
ipni:20046408-1	Sánchez-Villegas	STANDARD	BOT	ipni
ipni:20046408-1	Manuel Sánchez-Villegas	FULL	ANY	ipni
ipni:20046409-1	F.Hartmann	STANDARD	BOT	ipni
ipni:20046409-1	Fritz Hartmann	FULL	ANY	ipni
ipni:20046410-1	Gerh.Keller	STANDARD	BOT	ipni
ipni:20046410-1	Gerhard Keller	FULL	ANY	ipni
ipni:20046411-1	Anić	STANDARD	BOT	ipni
ipni:20046411-1	Dragutin Anić	FULL	ANY	ipni
ipni:20046412-1	Ogilvie Gordon	STANDARD	BOT	ipni
ipni:20046412-1	Maria May Ogilvie Gordon	FULL	ANY	ipni
ipni:20046413-1	J.I.Rodr.	STANDARD	BOT	ipni
ipni:20046413-1	Jose Ignacio Rodriguez	FULL	ANY	ipni
ipni:20046414-1	O.Alfonso	STANDARD	BOT	ipni
ipni:20046414-1	Ovelio Alfonso Alfonso	FULL	ANY	ipni
ipni:20046415-1	Summers.	STANDARD	BOT	ipni
ipni:20046415-1	Charles Henry Summerson	FULL	ANY	ipni
ipni:20046416-1	T.V.Zakharova	STANDARD	BOT	ipni
ipni:20046416-1	Tatiana Viktorovna Zakharova	FULL	ANY	ipni
ipni:20046417-1	A.L.Brokaw	STANDARD	BOT	ipni
ipni:20046417-1	Arnold Lesli Brokaw	FULL	ANY	ipni
ipni:20046418-1	Wilf.Schneid.	STANDARD	BOT	ipni
ipni:20046418-1	Wilfrid Schneider	FULL	ANY	ipni
ipni:20046419-1	Vera Bahima	STANDARD	BOT	ipni
ipni:20046419-1	J. Vera Bahima	FULL	ANY	ipni
ipni:20046422-1	Volkh.	STANDARD	BOT	ipni
ipni:20046422-1	Wolfgang Volkheimer	FULL	ANY	ipni
ipni:20046424-1	M.S.Barss	STANDARD	BOT	ipni
ipni:20046424-1	Murray Sedley Barss	FULL	ANY	ipni
ipni:20046426-1	Korshunov	STANDARD	BOT	ipni
ipni:20046426-1	Mikhail V. Korshunov	FULL	ANY	ipni
ipni:20046427-1	R.Holden	STANDARD	BOT	ipni
ipni:20046427-1	Ruth Holden	FULL	ANY	ipni
ipni:20046430-1	Salamah	STANDARD	BOT	ipni
ipni:20046430-1	Ahmad Salamah	FULL	ANY	ipni
ipni:20046431-1	Razelan	STANDARD	BOT	ipni
ipni:20046431-1	Mohd Shah Razelan	FULL	ANY	ipni
ipni:20046432-1	A.A.Luber	STANDARD	BOT	ipni
ipni:20046432-1	Aglaida Andreevna Luber	FULL	ANY	ipni
ipni:20046433-1	Bassoul.	STANDARD	BOT	ipni
ipni:20046433-1	Jean-Paul Bassoullet	FULL	ANY	ipni
ipni:20046435-1	Deloffre	STANDARD	BOT	ipni
ipni:20046435-1	Raoul Deloffre	FULL	ANY	ipni
ipni:20046436-1	Essokne	STANDARD	BOT	ipni
ipni:20046436-1	Rafaa S. Essokne	FULL	ANY	ipni
ipni:20046437-1	G.Racki	STANDARD	BOT	ipni
ipni:20046437-1	Grzegorz Racki	FULL	ANY	ipni
ipni:20046438-1	Racka	STANDARD	BOT	ipni
ipni:20046438-1	Maria Racka	FULL	ANY	ipni
ipni:20046439-1	Waltz	STANDARD	BOT	ipni
ipni:20046439-1	Irma Ernestovna Waltz	FULL	ANY	ipni
ipni:20046440-1	K.Uemura	STANDARD	BOT	ipni
ipni:20046440-1	Kazuhiko Uemura	FULL	ANY	ipni
ipni:20046442-1	Khristi	STANDARD	BOT	ipni
ipni:20046442-1	Sunil M. Khristi	FULL	ANY	ipni
ipni:20046443-1	Shakun Mishra	STANDARD	BOT	ipni
ipni:20046443-1	Shakun Mishra	FULL	ANY	ipni
ipni:20046444-1	Anjana	STANDARD	BOT	ipni
ipni:20046444-1	Surendran Anjana	FULL	ANY	ipni
ipni:20046445-1	Chandra Prabha	STANDARD	BOT	ipni
ipni:20046445-1	Ayyathurai Chandra Prabha	FULL	ANY	ipni
ipni:20046446-1	Simoncs.	STANDARD	BOT	ipni
ipni:20046446-1	Pál Simoncsics	FULL	ANY	ipni
ipni:20046447-1	C.A.Jaram.	STANDARD	BOT	ipni
ipni:20046447-1	Carlos Alberto Jaramillo	FULL	ANY	ipni
ipni:20046448-1	E.M.Schulz	STANDARD	BOT	ipni
ipni:20046448-1	Eily M. Schulz	FULL	ANY	ipni
ipni:20046449-1	F.Gren.	STANDARD	BOT	ipni
ipni:20046449-1	Florent Grenier	FULL	ANY	ipni
ipni:20046451-1	Fricke	STANDARD	BOT	ipni
ipni:20046451-1	Friedrich Fricke	FULL	ANY	ipni
ipni:20046452-1	Sot.Imamura	STANDARD	BOT	ipni
ipni:20046452-1	Sotoji Imamura	FULL	ANY	ipni
ipni:20046453-1	Kuroda	STANDARD	BOT	ipni
ipni:20046453-1	Hidetaka Kuroda	FULL	ANY	ipni
ipni:20046454-1	Mon.Wolf	STANDARD	BOT	ipni
ipni:20046454-1	Monika Wolf	FULL	ANY	ipni
ipni:20046456-1	Durante	STANDARD	BOT	ipni
ipni:20046456-1	Marina Viktorovna Durante	FULL	ANY	ipni
ipni:20046457-1	E.P.Oliveira	STANDARD	BOT	ipni
ipni:20046457-1	Euzebio Paulo de Oliveira	FULL	ANY	ipni
ipni:20046457-1	Euzebio Paulo de Oliveira	VARIANT	ANY	ipni
ipni:20046458-1	Zakrzewski	STANDARD	BOT	ipni
ipni:20046458-1	Boris Sergeevich Zakrzewski	FULL	ANY	ipni
ipni:20046459-1	X.T.Nguyễn	STANDARD	BOT	ipni
ipni:20046459-1	Xuan-Truong Nguyễn	FULL	ANY	ipni
ipni:20046460-1	K.Deka	STANDARD	BOT	ipni
ipni:20046460-1	Kishor Deka	FULL	ANY	ipni
ipni:20046461-1	Y.X.Song	STANDARD	BOT	ipni
ipni:20046461-1	Yong Xiu Song	FULL	ANY	ipni
ipni:20046462-1	M.G.Nonato	STANDARD	BOT	ipni
ipni:20046462-1	Maribel G. Nonato	FULL	ANY	ipni
ipni:20046463-1	W.Sujarwo	STANDARD	BOT	ipni
ipni:20046463-1	Wawan Sujarwo	FULL	ANY	ipni
ipni:20046464-1	Snopková	STANDARD	BOT	ipni
ipni:20046464-1	Paulína Snopková	FULL	ANY	ipni
ipni:20046465-1	Peterčák.	STANDARD	BOT	ipni
ipni:20046465-1	Mária Peterčáková	FULL	ANY	ipni
ipni:20046466-1	G.L.Liao	STANDARD	BOT	ipni
ipni:20046466-1	G.L. Liao	FULL	ANY	ipni
ipni:20046467-1	A.Takács	STANDARD	BOT	ipni
ipni:20046467-1	Attila Takács	FULL	ANY	ipni
ipni:20046468-1	Rischawi	STANDARD	BOT	ipni
ipni:20046468-1	Ludwig Albertovich Rischawi	FULL	ANY	ipni
ipni:20046468-1	Ludwig Albertovich Rishavi	VARIANT	ANY	ipni
ipni:20046469-1	G.A.Sarmiento	STANDARD	BOT	ipni
ipni:20046469-1	Gustavo Adolfo Sarmiento Pérez	FULL	ANY	ipni
ipni:20046469-1	Gustavo Adolfo Sarmiento	VARIANT	ANY	ipni
ipni:20046469-1	Gustavo Adolfo Sarmiento-Pérez	VARIANT	ANY	ipni
ipni:20046469-1	Gustavo Sarmiento	VARIANT	ANY	ipni
ipni:20046469-1	Gustavo Sarmiento Pérez	VARIANT	ANY	ipni
ipni:20046471-1	G.A.Petunn.	STANDARD	BOT	ipni
ipni:20046471-1	Grigorij Alexeevich Petunnikov	FULL	ANY	ipni
ipni:20046472-1	Y.Ueda	STANDARD	BOT	ipni
ipni:20046472-1	Yayoi Ueda	FULL	ANY	ipni
ipni:20046473-1	A.Frič	STANDARD	BOT	ipni
ipni:20046473-1	Antonín Frič	FULL	ANY	ipni
ipni:20046473-1	Anton Fritsch	VARIANT	ANY	ipni
ipni:20046575-1	Sedova	STANDARD	BOT	ipni
ipni:20046575-1	Maria Alexandrovna Sedova	FULL	ANY	ipni
ipni:20046576-1	Zoricheva	STANDARD	BOT	ipni
ipni:20046576-1	Avgusta Ivanovna Zoricheva	FULL	ANY	ipni
ipni:20046577-1	W.Hashim.	STANDARD	BOT	ipni
ipni:20046577-1	Wataru Hashimoto	FULL	ANY	ipni
ipni:20046581-1	L.B.Case	STANDARD	BOT	ipni
ipni:20046581-1	L.B. Case	FULL	ANY	ipni
ipni:20046583-1	Reyre	STANDARD	BOT	ipni
ipni:20046583-1	Yves Reyre	FULL	ANY	ipni
ipni:20046584-1	Ryba	STANDARD	BOT	ipni
ipni:20046584-1	Franz Ryba	FULL	ANY	ipni
ipni:20046587-1	Serlin	STANDARD	BOT	ipni
ipni:20046587-1	Bruce Serlin	FULL	ANY	ipni
ipni:20046590-1	J.A.Vieira	STANDARD	BOT	ipni
ipni:20046590-1	Jaqueline Alves Vieira	FULL	ANY	ipni
ipni:20046591-1	V.N.Sergeev	STANDARD	BOT	ipni
ipni:20046591-1	Vladimir Nikolaevich Sergeev	FULL	ANY	ipni
ipni:20046593-1	R.E.Janssen	STANDARD	BOT	ipni
ipni:20046593-1	Raymond Ellsworth Janssen	FULL	ANY	ipni
ipni:20046594-1	Klenze	STANDARD	BOT	ipni
ipni:20046594-1	W. Klenze	FULL	ANY	ipni
ipni:20046595-1	C.P.Dutt	STANDARD	BOT	ipni
ipni:20046595-1	Clemens Palme Dutt	FULL	ANY	ipni
ipni:20046597-1	Andreis	STANDARD	BOT	ipni
ipni:20046597-1	Franco Andreis	FULL	ANY	ipni
ipni:20046598-1	J.L.Lutz	STANDARD	BOT	ipni
ipni:20046598-1	Josef Ludwig Lutz	FULL	ANY	ipni
ipni:20046599-1	A.I.Lutz	STANDARD	BOT	ipni
ipni:20046599-1	Alicia Isabel Lutz	FULL	ANY	ipni
ipni:20046600-1	Rakosy	STANDARD	BOT	ipni
ipni:20046600-1	Demetra Rakosy	FULL	ANY	ipni
ipni:20046602-1	M.G.C.Nogueira	STANDARD	BOT	ipni
ipni:20046602-1	Matheus Guimarães Cardoso Nogueira	FULL	ANY	ipni
ipni:20046603-1	J.Pessoa	STANDARD	BOT	ipni
ipni:20046603-1	Joaquim Pessoa	FULL	ANY	ipni
ipni:20046604-1	Luísa Borges	STANDARD	BOT	ipni
ipni:20046604-1	Luísa Borges	FULL	ANY	ipni
ipni:20046605-1	Brill	STANDARD	BOT	ipni
ipni:20046605-1	Gregg Brill	FULL	ANY	ipni
ipni:20046606-1	Davit.	STANDARD	BOT	ipni
ipni:20046606-1	Leo Shiovich Davitashvili	FULL	ANY	ipni
ipni:20046607-1	Compter	STANDARD	BOT	ipni
ipni:20046607-1	Gustav Compter	FULL	ANY	ipni
ipni:20046608-1	F.Paris	STANDARD	BOT	ipni
ipni:20046608-1	Florentin Paris	FULL	ANY	ipni
ipni:20046609-1	N.P.Maslova	STANDARD	BOT	ipni
ipni:20046609-1	Natalia Pavlovna Maslova	FULL	ANY	ipni
ipni:20046613-1	Bisewski	STANDARD	BOT	ipni
ipni:20046613-1	Gessica C. A. Bisewski	FULL	ANY	ipni
ipni:20046614-1	Zamengo	STANDARD	BOT	ipni
ipni:20046614-1	Henrique Borges Zamengo	FULL	ANY	ipni
ipni:20046615-1	R.B.Torres	STANDARD	BOT	ipni
ipni:20046615-1	Roseli Buzanelli Torres	FULL	ANY	ipni
ipni:20046616-1	C.V.Miranda	STANDARD	BOT	ipni
ipni:20046616-1	Cecília Vieira Miranda	FULL	ANY	ipni
ipni:20046619-1	Bratzeva	STANDARD	BOT	ipni
ipni:20046619-1	Greta Mikhailovna Bratzeva	FULL	ANY	ipni
ipni:20046620-1	J.E.Conkin	STANDARD	BOT	ipni
ipni:20046620-1	James Elvin Conkin	FULL	ANY	ipni
ipni:20046621-1	B.M.Conkin	STANDARD	BOT	ipni
ipni:20046621-1	Barbara Moyer Conkin	FULL	ANY	ipni
ipni:20046621-1	Barbara Ellen (Moyer) Conkin	VARIANT	ANY	ipni
ipni:20046622-1	Onoe	STANDARD	BOT	ipni
ipni:20046622-1	Tōru Onoe	FULL	ANY	ipni
ipni:20046623-1	S.Kawas.	STANDARD	BOT	ipni
ipni:20046623-1	Shigetarō Kawasaki	FULL	ANY	ipni
ipni:20046624-1	A.Leu	STANDARD	BOT	ipni
ipni:20046624-1	Andre Leu	FULL	ANY	ipni
ipni:20046625-1	W.Berendt	STANDARD	BOT	ipni
ipni:20046625-1	Werner Berendt	FULL	ANY	ipni
ipni:20046627-1	G.S.Greg.	STANDARD	BOT	ipni
ipni:20046627-1	George South Gregory	FULL	ANY	ipni
ipni:20046628-1	G.Langford	STANDARD	BOT	ipni
ipni:20046628-1	George Langford	FULL	ANY	ipni
ipni:20046630-1	P.P.Tripathi	STANDARD	BOT	ipni
ipni:20046630-1	Pateshwari Prasad Tripathi	FULL	ANY	ipni
ipni:20046631-1	M.K.Akhil	STANDARD	BOT	ipni
ipni:20046631-1	Mannar Kandy Akhil	FULL	ANY	ipni
ipni:20046632-1	Amrutha	STANDARD	BOT	ipni
ipni:20046632-1	Athalappil Amrutha	FULL	ANY	ipni
ipni:20046634-1	Monteverde	STANDARD	BOT	ipni
ipni:20046634-1	Manuel de Monteverde y Bello	FULL	ANY	ipni
ipni:20046635-1	T.P.Betanc.	STANDARD	BOT	ipni
ipni:20046635-1	Tomás Pío Betancourt y Sánchez Pereira	FULL	ANY	ipni
ipni:20046636-1	Delle	STANDARD	BOT	ipni
ipni:20046636-1	Galina Vasilievna Delle	FULL	ANY	ipni
ipni:20046637-1	I.N.Schmidt	STANDARD	BOT	ipni
ipni:20046637-1	Iya Nikolaevna I.N.Schmidt	FULL	ANY	ipni
ipni:20046638-1	Kondratiev	STANDARD	BOT	ipni
ipni:20046638-1	Georgij Kondratievich Kondratiev	FULL	ANY	ipni
ipni:20046641-1	Satthaphorn	STANDARD	BOT	ipni
ipni:20046641-1	Jiratthi Satthaphorn	FULL	ANY	ipni
ipni:20046643-1	S.K.Patel	STANDARD	BOT	ipni
ipni:20046643-1	Suresh K. Patel	FULL	ANY	ipni
ipni:20046644-1	M.A.Maxim.	STANDARD	BOT	ipni
ipni:20046644-1	Mikhail Alexandrovich Maximowicz	FULL	ANY	ipni
ipni:20046645-1	Olaru	STANDARD	BOT	ipni
ipni:20046645-1	Leonard Olaru	FULL	ANY	ipni
ipni:20046646-1	Guzm.-Díaz	STANDARD	BOT	ipni
ipni:20046646-1	Salvador Guzmán-Díaz	FULL	ANY	ipni
ipni:20046649-1	Kahlert	STANDARD	BOT	ipni
ipni:20046649-1	Eberhard Kahlert	FULL	ANY	ipni
ipni:20046652-1	K.Schröd.	STANDARD	BOT	ipni
ipni:20046652-1	Kurt Schröder	FULL	ANY	ipni
ipni:20046657-1	Chavch.	STANDARD	BOT	ipni
ipni:20046657-1	Evgenija Savelievna Chavchavadze	FULL	ANY	ipni
ipni:20046659-1	Si Y.Zeng	STANDARD	BOT	ipni
ipni:20046659-1	Si-Yuan Zeng	FULL	ANY	ipni
ipni:20046660-1	Silamb.	STANDARD	BOT	ipni
ipni:20046660-1	Rajendran Silambarasan	FULL	ANY	ipni
ipni:20046661-1	J.M.Murillo	STANDARD	BOT	ipni
ipni:20046661-1	José Martín Murillo-Murillo	FULL	ANY	ipni
ipni:20046662-1	R.D.Shinde	STANDARD	BOT	ipni
ipni:20046662-1	Rajendra D. Shinde	FULL	ANY	ipni
ipni:20046663-1	B.C.Wilde	STANDARD	BOT	ipni
ipni:20046663-1	Brendan C. Wilde	FULL	ANY	ipni
ipni:20046664-1	Rom.Cec.	STANDARD	BOT	ipni
ipni:20046664-1	Marysol Romero-Ceciliano	FULL	ANY	ipni
ipni:20046665-1	Flores-Rojas	STANDARD	BOT	ipni
ipni:20046665-1	Jeffrey Flores-Rojas	FULL	ANY	ipni
ipni:20046667-1	Toker	STANDARD	BOT	ipni
ipni:20046667-1	Cengiz Toker	FULL	ANY	ipni
ipni:20046668-1	Ram.Rajesh	STANDARD	BOT	ipni
ipni:20046668-1	Ramasamy Rajesh	FULL	ANY	ipni
ipni:20046669-1	Scheller	STANDARD	BOT	ipni
ipni:20046669-1	Immanuel Johann Gerhard Scheller	FULL	ANY	ipni
ipni:20046669-1	Imm. Joh. Gerh. Scheller	VARIANT	ANY	ipni
ipni:20046670-1	D.H.Cohen	STANDARD	BOT	ipni
ipni:20046670-1	Dylan H. Cohen	FULL	ANY	ipni
ipni:20046671-1	Santilli	STANDARD	BOT	ipni
ipni:20046671-1	Ludovica Santilli	FULL	ANY	ipni
ipni:20046672-1	Claes	STANDARD	BOT	ipni
ipni:20046672-1	Florent Claes	FULL	ANY	ipni
ipni:20046673-1	L.Dávila	STANDARD	BOT	ipni
ipni:20046673-1	Luis Dávila Estela	FULL	ANY	ipni
ipni:20046674-1	Chilón	STANDARD	BOT	ipni
ipni:20046674-1	Cattia Denisse Chilón Minchán	FULL	ANY	ipni
ipni:20046676-1	C.L.Castro	STANDARD	BOT	ipni
ipni:20046676-1	Cristian Leonardo Castro	FULL	ANY	ipni
ipni:20046677-1	Djordjević	STANDARD	BOT	ipni
ipni:20046677-1	Vladan Djordjević	FULL	ANY	ipni
ipni:20046678-1	R.M.Cavero	STANDARD	BOT	ipni
ipni:20046678-1	Ruth Magali Cavero Contreras	FULL	ANY	ipni
ipni:20046679-1	Te.Kobay.	STANDARD	BOT	ipni
ipni:20046679-1	Teiichi Kobayashi	FULL	ANY	ipni
ipni:20046680-1	T.Yosida	STANDARD	BOT	ipni
ipni:20046680-1	Takasi Yosida	FULL	ANY	ipni
ipni:20046681-1	Fellin	STANDARD	BOT	ipni
ipni:20046681-1	Alessandro Fellin	FULL	ANY	ipni
ipni:20046682-1	Jabeena	STANDARD	BOT	ipni
ipni:20046682-1	Manjakulam Khadhersha Jabeena	FULL	ANY	ipni
ipni:20046683-1	Mejía-Pazos	STANDARD	BOT	ipni
ipni:20046683-1	Nicanor Mejía-Pazos	FULL	ANY	ipni
ipni:20046684-1	S.S.Figueiredo	STANDARD	BOT	ipni
ipni:20046684-1	Sabrina Soares Figueiredo	FULL	ANY	ipni
ipni:20046688-1	Lepchenko	STANDARD	BOT	ipni
