person	form	kind	code	source
wd:Q90099	Müller	VARIANT	ANY	wikidata
wd:Q90100	F.Morton	STANDARD	BOT	wikidata
wd:Q90100	Friedrich Morton	FULL	ANY	wikidata
wd:Q90100	F.Morton	VARIANT	ANY	wikidata
wd:Q9010119	Prodan	STANDARD	BOT	wikidata
wd:Q9010119	Iuliu Prodan	FULL	ANY	wikidata
wd:Q9010119	Gyula Prodán	VARIANT	ANY	wikidata
wd:Q9010119	I. Prodan	VARIANT	ANY	wikidata
wd:Q9010119	Julius Prodán	VARIANT	ANY	wikidata
wd:Q9010119	Prodan	VARIANT	ANY	wikidata
wd:Q9010119	Prodán	VARIANT	ANY	wikidata
wd:Q9010178	Palib.	STANDARD	BOT	wikidata
wd:Q9010178	Ivan Palibin	FULL	ANY	wikidata
wd:Q9010178	Ivan Vladimirovich Palibin	FULL	ANY	ipni
wd:Q9010178	Iván Palibin	VARIANT	ANY	wikidata
wd:Q9010178	Palib.	VARIANT	ANY	wikidata
wd:Q9010691	Bagn.	STANDARD	BOT	wikidata
wd:Q9010691	James Eustace Bagnall	FULL	ANY	wikidata
wd:Q9010691	Bagn.	VARIANT	ANY	wikidata
wd:Q9011458	Hjert.	STANDARD	BOT	wikidata
wd:Q9011458	Jens Peter Knudsen Hjerting	FULL	ANY	wikidata
wd:Q9011458	Hjert.	VARIANT	ANY	wikidata
wd:Q901165	JLB Smith	CITATION	ZOO	wikidata
wd:Q901165	James Leonard Brierley Smith	FULL	ANY	wikidata
wd:Q901165	J L B (James Leonard Brierley) Smith	VARIANT	ANY	wikidata
wd:Q901165	J.L.B. Smith	VARIANT	ANY	wikidata
wd:Q901165	Smith	VARIANT	ANY	wikidata
wd:Q9011870	Cadevall	STANDARD	BOT	wikidata
wd:Q9011870	Joan Cadevall i Diars	FULL	ANY	wikidata
wd:Q9011870	Juan Cadevall y Díars	FULL	ANY	ipni
wd:Q9011870	Cadevall	VARIANT	ANY	wikidata
wd:Q9011870	Joan Cadeval i Diars	VARIANT	ANY	ipni
wd:Q9011870	Juan Cadevall	VARIANT	ANY	ipni
wd:Q9011987	Minuart	STANDARD	BOT	wikidata
wd:Q9011987	Joan Minuart	FULL	ANY	wikidata
wd:Q9011987	Juan Minuart	FULL	ANY	ipni
wd:Q9011987	Minuart	VARIANT	ANY	wikidata
wd:Q9012375	Günther	STANDARD	BOT	wikidata
wd:Q9012375	Johann Christian Carl Günther	FULL	ANY	wikidata
wd:Q9012375	Günther	VARIANT	ANY	wikidata
wd:Q9012375	Johann Christian Carl Guenther	VARIANT	ANY	ipni
wd:Q9012380	J.Weiss	STANDARD	BOT	wikidata
wd:Q9012380	Johann Evangelista Weiss	FULL	ANY	wikidata
wd:Q9012380	J.Weiss	VARIANT	ANY	wikidata
wd:Q9012386	Grimm	STANDARD	BOT	wikidata
wd:Q9012386	Johann Friedrich Carl Grimm	FULL	ANY	wikidata
wd:Q9012386	Grimm	VARIANT	ANY	wikidata
wd:Q9012388	Lhotsky	STANDARD	BOT	wikidata
wd:Q9012388	John Lhotsky	FULL	ANY	wikidata
wd:Q9012388	John Lhotzky	FULL	ANY	ipni
wd:Q9012388	J. Lhotsky	VARIANT	ANY	wikidata
wd:Q9012388	Jan Lhotsky	VARIANT	ANY	wikidata
wd:Q9012388	Joannes Lhotsky	VARIANT	ANY	wikidata
wd:Q9012388	Johann Lhotsky	VARIANT	ANY	wikidata
wd:Q9012388	Lhotsky	VARIANT	ANY	wikidata
wd:Q9012388	Lhotzky	VARIANT	ANY	wikidata
wd:Q9012388	Lhotzsky	VARIANT	ANY	wikidata
wd:Q9012408	J.C.Manning	STANDARD	BOT	wikidata
wd:Q9012408	John C. Manning	FULL	ANY	wikidata
wd:Q9012408	John Charles Manning	FULL	ANY	ipni
wd:Q9012408	J.C.Manning	VARIANT	ANY	wikidata
wd:Q9012408	John Charles Manning	VARIANT	ANY	wikidata
wd:Q9013392	Vigo	STANDARD	BOT	wikidata
wd:Q9013392	Josep Vigo Bonada	FULL	ANY	wikidata
wd:Q9013392	Josep Vigo	VARIANT	ANY	ipni
wd:Q9013392	Josep Vigo Bonada	VARIANT	ANY	ipni
wd:Q9013392	Josep Vigo i Bonada	VARIANT	ANY	ipni
wd:Q9013392	Vigo	VARIANT	ANY	wikidata
wd:Q90140733	Frank.	STANDARD	BOT	wikidata
wd:Q90140733	Kamil E Frankiewicz	FULL	ANY	wikidata
wd:Q90140733	Kamil E. Frankiewicz	FULL	ANY	ipni
wd:Q90140733	Frank.	VARIANT	ANY	wikidata
wd:Q90140733	K. E. Frankiewicz	VARIANT	ANY	wikidata
wd:Q90140733	Kamil E. Frankiewicz	VARIANT	ANY	wikidata
wd:Q90140733	Kamil Frankiewicz	VARIANT	ANY	wikidata
wd:Q9014530	Lacoizq.	STANDARD	BOT	wikidata
wd:Q9014530	José Maria de Lacoizqueta	FULL	ANY	ipni
wd:Q9014530	José María de Lacoizqueta	FULL	ANY	wikidata
wd:Q9014530	Jose Maria de Lacoizqueta	VARIANT	ANY	wikidata
wd:Q9014530	José Maria de Lacoizqueta	VARIANT	ANY	ipni
wd:Q9014530	Lacoizq.	VARIANT	ANY	wikidata
wd:Q90151642	Bart De Smet	FULL	ANY	wikidata
wd:Q90157	Woyn.	STANDARD	BOT	wikidata
wd:Q90157	Heinrich Karl Woynar	FULL	ANY	wikidata
wd:Q90157	H. K. Woynar	VARIANT	ANY	wikidata
wd:Q90157	H. Woynar	VARIANT	ANY	wikidata
wd:Q90157	Heinrich Woynar	VARIANT	ANY	wikidata
wd:Q90157	Woyn.	VARIANT	ANY	wikidata
wd:Q90157	Woynar	VARIANT	ANY	wikidata
wd:Q9016455	J.A.Castigl.	STANDARD	BOT	wikidata
wd:Q9016455	Julio A. Castiglioni	FULL	ANY	wikidata
wd:Q9016455	J.A.Castigl.	VARIANT	ANY	wikidata
wd:Q9016580	J.A.Cámara	STANDARD	BOT	wikidata
wd:Q9016580	Julián A. Cámara	FULL	ANY	wikidata
wd:Q9016580	J.A.Camara	VARIANT	ANY	wikidata
wd:Q9016580	J.A.Cámara	VARIANT	ANY	wikidata
wd:Q9016580	Julian A. Camara	VARIANT	ANY	wikidata
wd:Q9016580	Julián A. Cámara Hernández	VARIANT	ANY	ipni
wd:Q9016924	Jörg Habersetzer	FULL	ANY	wikidata
wd:Q9016924	Habersetzer	VARIANT	ANY	wikidata
wd:Q90170440	Timothy A.M. Ewin	FULL	ANY	wikidata
wd:Q90170440	T. Ewin	VARIANT	ANY	wikidata
wd:Q90170440	Timothy Alfred Mallory Ewin	VARIANT	ANY	wikidata
wd:Q90170440	Timothy Ewin	VARIANT	ANY	wikidata
wd:Q9017142	Ramam.	STANDARD	BOT	wikidata
wd:Q9017142	Kandasamy Ramamurthy	FULL	ANY	wikidata
wd:Q9017142	Ramam.	VARIANT	ANY	wikidata
wd:Q90171526	Ucu Yanu Arbi	FULL	ANY	wikidata
wd:Q9017985	Subr.	STANDARD	BOT	wikidata
wd:Q9017985	Krishnaier Subramanyam	FULL	ANY	wikidata
wd:Q9017985	Subr.	VARIANT	ANY	wikidata
wd:Q9018133	Nemoto	STANDARD	BOT	wikidata
wd:Q9018133	Kwanji Nemoto	FULL	ANY	wikidata
wd:Q9018133	Nemoto	VARIANT	ANY	wikidata
wd:Q90200148	Geslaine Rafaela Lemos Gonçalves	FULL	ANY	wikidata
wd:Q90200148	Geslaine R L Gonçalves	VARIANT	ANY	wikidata
wd:Q90200148	Geslaine R. L. Goncalves	VARIANT	ANY	wikidata
wd:Q9020946	L.K.Henry	STANDARD	BOT	wikidata
wd:Q9020946	LeRoy Kershaw Henry	FULL	ANY	ipni
wd:Q9020946	L.K.Henry	VARIANT	ANY	wikidata
wd:Q9020984	Aristeg.	STANDARD	BOT	wikidata
wd:Q9020984	Leandro Aristeguieta	FULL	ANY	wikidata
wd:Q9020984	Aristeg.	VARIANT	ANY	wikidata
wd:Q9021538	Utkin	STANDARD	BOT	wikidata
wd:Q9021538	Leonid Antonovich Utkin	FULL	ANY	ipni
wd:Q9021538	Leonid Utkin	FULL	ANY	wikidata
wd:Q9021538	Utkin	VARIANT	ANY	wikidata
wd:Q9021552	L.Ş.Péterfi	STANDARD	BOT	ipni
wd:Q9021552	L.Ș.Péterfi	STANDARD	BOT	wikidata
wd:Q9021552	Leontin Ştefan Péterfi	FULL	ANY	ipni
wd:Q9021552	Leontin Ștefan Péterfi	FULL	ANY	wikidata
wd:Q9021552	L.Ș.Péterfi	VARIANT	ANY	wikidata
wd:Q9021552	Leontin Ștefan Eugen Péterfi	VARIANT	ANY	wikidata
wd:Q90218	Buchner	STANDARD	BOT	wikidata
wd:Q90218	P. Buchner	FULL	ANY	ipni
wd:Q90218	Paul Buchner	FULL	ANY	wikidata
wd:Q90218	Buchner	VARIANT	ANY	wikidata
wd:Q90218	P. Buchner	VARIANT	ANY	wikidata
wd:Q90218	P. E. C. Buchner	VARIANT	ANY	wikidata
wd:Q90218	Paul Ernst Buchner	VARIANT	ANY	wikidata
wd:Q90218	Paul Ernst Christof Buchner	VARIANT	ANY	wikidata
wd:Q9021895	Lest.-Garl.	STANDARD	BOT	wikidata
wd:Q9021895	Lester Vallis Lester-Garland	FULL	ANY	wikidata
wd:Q9021895	Lest.-Garl.	VARIANT	ANY	wikidata
wd:Q9022161	L.K.Fu	STANDARD	BOT	wikidata
wd:Q9022161	Li Kuo Fu	FULL	ANY	ipni
wd:Q9022161	Li-kuo Fu	FULL	ANY	wikidata
wd:Q9022161	Fu Liguo	VARIANT	ANY	wikidata
wd:Q9022161	L.K.Fu	VARIANT	ANY	wikidata
wd:Q9022161	Li Guo Fu	VARIANT	ANY	ipni
wd:Q9022339	Boonstra	CITATION	ZOO	wikidata
wd:Q9022339	Lieuwe Dirk Boonstra	FULL	ANY	wikidata
wd:Q90236612	Natália Ranauro	FULL	ANY	wikidata
wd:Q90236612	Natalia Ranauro	VARIANT	ANY	wikidata
wd:Q90237515	Luana Machado Barros	FULL	ANY	wikidata
wd:Q90237515	Luana Barros	VARIANT	ANY	wikidata
wd:Q9024454	Queyrat	STANDARD	BOT	wikidata
wd:Q9024454	Louis Queyrat	FULL	ANY	wikidata
wd:Q9024454	Queyrat	VARIANT	ANY	wikidata
wd:Q9024454	Vincent Jules Louis Queyrat	VARIANT	ANY	wikidata
wd:Q9024834	Seitz	STANDARD	BOT	wikidata
wd:Q9024834	Ludwig Seitz	FULL	ANY	wikidata
wd:Q9024834	Seitz	VARIANT	ANY	wikidata
wd:Q90249456	Holgado	STANDARD	BOT	wikidata
wd:Q90249456	María E. Holgado-Rojas	FULL	ANY	ipni
wd:Q90249456	María Holgado Rojas	FULL	ANY	wikidata
wd:Q90249456	Holgado	VARIANT	ANY	wikidata
wd:Q90249456	Maria Encarnacion Holgado-Rojas	VARIANT	ANY	wikidata
wd:Q90249456	María E. Holgado-Rojas	VARIANT	ANY	wikidata
wd:Q90249456	María Encarnación Holgado Rojas	VARIANT	ANY	wikidata
wd:Q90251614	Ashley D Walters	FULL	ANY	wikidata
wd:Q90251614	Ashley Walters	VARIANT	ANY	wikidata
wd:Q9025217	Unamuno	STANDARD	BOT	wikidata
wd:Q9025217	Luis Mariano Unamuno Yrigoyen	FULL	ANY	ipni
wd:Q9025217	Luis María Unamuno e Irigoyen	FULL	ANY	wikidata
wd:Q9025217	Luis Maria Unamuno e Irigoyen	VARIANT	ANY	wikidata
wd:Q9025217	Luis Mariano Unamuno	VARIANT	ANY	ipni
wd:Q9025217	Unamuno	VARIANT	ANY	wikidata
wd:Q90252586	Jin M.Chen	STANDARD	BOT	wikidata
wd:Q90252586	Jin-Ming Chen	FULL	ANY	wikidata
wd:Q90252586	Chen, Jin Ming	VARIANT	ANY	wikidata
wd:Q90252586	Chen, Jin-Ming	VARIANT	ANY	wikidata
wd:Q90252586	Jin M. Chen	VARIANT	ANY	wikidata
wd:Q90252586	Jin M.Chen	VARIANT	ANY	wikidata
wd:Q902546	Thomson bis	STANDARD	BOT	wikidata
wd:Q902546	Thomas Thomson	FULL	ANY	wikidata
wd:Q902546	Thomson bis	VARIANT	ANY	wikidata
wd:Q9025465	Ahumada	STANDARD	BOT	wikidata
wd:Q9025465	Luisa Zulema Ahumada	FULL	ANY	wikidata
wd:Q9025465	Ahumada	VARIANT	ANY	wikidata
wd:Q9025465	L. Zulema Ahumada	VARIANT	ANY	wikidata
wd:Q9026433	Christenh.	STANDARD	BOT	wikidata
wd:Q9026433	Maarten J.M. Christenhusz	FULL	ANY	wikidata
wd:Q9026433	Maarten Joost Maria Christenhusz	FULL	ANY	ipni
wd:Q9026433	Christenh.	VARIANT	ANY	wikidata
wd:Q9026433	Christenhusz	VARIANT	ANY	wikidata
wd:Q9026433	M. J. M. Christenhusz	VARIANT	ANY	wikidata
wd:Q9026433	Maarten J. M. Christenhusz	VARIANT	ANY	wikidata
wd:Q9026433	Maarten Joost Maria Christenhusz	VARIANT	ANY	wikidata
wd:Q90276	E.Wimm.	STANDARD	BOT	wikidata
wd:Q90276	Franz Elfried Wimmer	FULL	ANY	wikidata
wd:Q90276	E.Wimm.	VARIANT	ANY	wikidata
wd:Q90276	F. E. Wimmer	VARIANT	ANY	wikidata
wd:Q90276	Franz E. Wimmer	VARIANT	ANY	wikidata
wd:Q902797	Wallerius	STANDARD	BOT	wikidata
wd:Q902797	Johan Gottschalk Wallerius	FULL	ANY	wikidata
wd:Q902797	Wallerius	VARIANT	ANY	wikidata
wd:Q9028284	Sim-Sim	STANDARD	BOT	wikidata
wd:Q9028284	Manuela Sim-Sim	FULL	ANY	wikidata
wd:Q9028284	Sim-Sim	VARIANT	ANY	wikidata
wd:Q9028687	Campacci	STANDARD	BOT	wikidata
wd:Q9028687	Marcos Antonio Campacci	FULL	ANY	ipni
wd:Q9028687	Marcos Antonio Campacci	FULL	ANY	wikidata
wd:Q9028687	Campacci	VARIANT	ANY	wikidata
wd:Q9028838	M.A.Diniz	STANDARD	BOT	wikidata
wd:Q9028838	Maria Adélia Diniz	FULL	ANY	wikidata
wd:Q9028838	M. A. Diniz	VARIANT	ANY	wikidata
wd:Q9028838	Maria Adelia Diniz	VARIANT	ANY	wikidata
wd:Q9028838	Maria Adélia Gonçalves Diniz Martins	VARIANT	ANY	ipni
wd:Q9028838	Maria Adélia Martins	VARIANT	ANY	ipni
wd:Q9028857	Maria C.Duarte	STANDARD	BOT	wikidata
wd:Q9028857	Maria Cristina Duarte	FULL	ANY	wikidata
wd:Q9028857	Maria C.Duarte	VARIANT	ANY	wikidata
wd:Q9028857	Maria Cristina Reis de Lima Duarte	VARIANT	ANY	wikidata
wd:Q9028877	Gonç.	STANDARD	BOT	wikidata
wd:Q9028877	Maria Leonor de Sousa Gonçalves	FULL	ANY	wikidata
wd:Q9028877	Goncalves, Maria Leonor	VARIANT	ANY	wikidata
wd:Q9028877	Gonç.	VARIANT	ANY	wikidata
wd:Q9028877	Gonçalves, Maria Leonor	VARIANT	ANY	wikidata
wd:Q9028877	Gonçalves, María Leonor	VARIANT	ANY	wikidata
wd:Q9028877	Maria Leonor Gonçalves	VARIANT	ANY	ipni
wd:Q9028878	Maier-St.	STANDARD	BOT	wikidata
wd:Q9028878	Maria Maier-Stolte	FULL	ANY	wikidata
wd:Q9028878	Maier-St.	VARIANT	ANY	wikidata
wd:Q9028905	Cardona	STANDARD	BOT	wikidata
wd:Q9028905	Maria Àngels Cardona i Florit	FULL	ANY	wikidata
wd:Q9028905	María de los Angeles Cardona	FULL	ANY	ipni
wd:Q9028905	Cardona	VARIANT	ANY	wikidata
wd:Q9028905	M. Àngels Cardona	VARIANT	ANY	wikidata
wd:Q9028905	M. Àngels Cardona i Florit	VARIANT	ANY	wikidata
wd:Q9028905	M.A. Cardona	VARIANT	ANY	wikidata
wd:Q9028905	Maria Angels Cardona i Florit	VARIANT	ANY	wikidata
wd:Q9028905	María de los Angeles Cardona Florit	VARIANT	ANY	ipni
wd:Q9028905	María de los Ángeles Cardona	VARIANT	ANY	wikidata
wd:Q9028905	María de los Ángeles Cardona Florit	VARIANT	ANY	wikidata
wd:Q9029033	Amo	STANDARD	BOT	wikidata
wd:Q9029033	Mariano del Amo y Mora	FULL	ANY	wikidata
wd:Q9029033	Amo	VARIANT	ANY	wikidata
wd:Q9029033	Mariano Del-Amo y Mora	VARIANT	ANY	ipni
wd:Q9029048	Gaut.	STANDARD	BOT	wikidata
wd:Q9029048	Gaston Gautier	FULL	ANY	wikidata
wd:Q9029048	Marie Clément Gaston Gautier	FULL	ANY	ipni
wd:Q9029307	Lapp	STANDARD	BOT	wikidata
wd:Q9029307	Marlene Lapp	FULL	ANY	wikidata
wd:Q9029307	Lapp	VARIANT	ANY	wikidata
wd:Q9029526	M.L.Bueno	STANDARD	BOT	wikidata
wd:Q9029526	Marta Lucía Bueno	FULL	ANY	wikidata
wd:Q9029526	M.L.Bueno	VARIANT	ANY	wikidata
wd:Q9029526	Marta L. Bueno	VARIANT	ANY	wikidata
wd:Q9029526	Marta Lucia Bueno	VARIANT	ANY	wikidata
wd:Q9029530	Ponce	STANDARD	BOT	wikidata
wd:Q9029530	Marta Monica Ponce	FULL	ANY	ipni
wd:Q9029530	Marta Mónica Ponce	FULL	ANY	wikidata
wd:Q9029530	Marta Monica Ponce	VARIANT	ANY	wikidata
wd:Q9029530	Ponce	VARIANT	ANY	wikidata
wd:Q9029533	Cabello	STANDARD	BOT	wikidata
wd:Q9029533	Marta Noemí Cabello	FULL	ANY	wikidata
wd:Q9029533	Cabello	VARIANT	ANY	wikidata
wd:Q9029533	Cabello, M. N.	VARIANT	ANY	wikidata
wd:Q9029533	Cabello, Marta Noemí	VARIANT	ANY	wikidata
wd:Q9029533	Marta Cabello	VARIANT	ANY	wikidata
wd:Q9029533	Marta Noemi Cabello	VARIANT	ANY	wikidata
wd:Q9029826	Villa	STANDARD	BOT	wikidata
wd:Q9029826	Martín Villa Carenzo	FULL	ANY	wikidata
wd:Q9029826	Martin Villa Carenzo	VARIANT	ANY	wikidata
wd:Q9029826	Martín Carenzo	VARIANT	ANY	ipni
wd:Q9029826	Martín Carenzo Villa	VARIANT	ANY	ipni
wd:Q9029826	Villa	VARIANT	ANY	wikidata
wd:Q9030173	M.T.Gallego	STANDARD	BOT	wikidata
wd:Q9030173	María Teresa Gallego	FULL	ANY	wikidata
wd:Q9030173	M.T.Gallego	VARIANT	ANY	wikidata
wd:Q9030238	C.Ulloa	STANDARD	BOT	wikidata
wd:Q9030238	María del Carmen Ulloa Ulloa	FULL	ANY	wikidata
wd:Q9030238	C.Ulloa	VARIANT	ANY	wikidata
wd:Q9030238	Carmen Ulloa	VARIANT	ANY	wikidata
wd:Q9030238	Carmen Ulloa Ulloa	VARIANT	ANY	wikidata
wd:Q9030238	M. del C. Ulloa Ulloa	VARIANT	ANY	wikidata
wd:Q9030238	Maria del Carmen Ulloa Ulloa	VARIANT	ANY	wikidata
wd:Q9030238	María del Carmen Ulloa	VARIANT	ANY	ipni
wd:Q9030316	Dematt.	STANDARD	BOT	wikidata
wd:Q9030316	Massimiliano Dematteis	FULL	ANY	wikidata
wd:Q9030316	Dematt.	VARIANT	ANY	wikidata
wd:Q90305	Heyden	CITATION	ZOO	wikidata
wd:Q90305	Carl von Heyden	FULL	ANY	wikidata
wd:Q90305	C. von Heyden	VARIANT	ANY	wikidata
wd:Q90305	Carl Heinrich Georg von Heyden	VARIANT	ANY	wikidata
wd:Q90305	Carl Heinrich Georg(es) von Heyden	VARIANT	ANY	wikidata
wd:Q90305	Heyden	VARIANT	ANY	wikidata
wd:Q90305	Karl Heinrich Georg von Heyden	VARIANT	ANY	wikidata
wd:Q90312939	Gabriel Assunção Oliveira	FULL	ANY	wikidata
wd:Q903240	Kluyver	STANDARD	BOT	wikidata
wd:Q903240	Albert Jan Kluyver	FULL	ANY	ipni
wd:Q903240	Albert Kluyver	FULL	ANY	wikidata
wd:Q903240	A.J. Kluyver	VARIANT	ANY	wikidata
wd:Q903240	Albert Jan Kluyver	VARIANT	ANY	wikidata
wd:Q903240	J.C. Kluyver	VARIANT	ANY	wikidata
wd:Q903240	Kluyver	VARIANT	ANY	wikidata
wd:Q90324291	Sahar Khodami	FULL	ANY	wikidata
wd:Q9032825	Ram.Goyena	STANDARD	BOT	wikidata
wd:Q9032825	Miguel Ramírez Goyena	FULL	ANY	wikidata
wd:Q9032825	Miguel Ramirez Goyena	VARIANT	ANY	wikidata
wd:Q9032825	Miguel Ramírez Goyena	VARIANT	ANY	ipni
wd:Q9032825	Ram.Goyena	VARIANT	ANY	wikidata
wd:Q9033600	Arriaga	STANDARD	BOT	wikidata
wd:Q9033600	Mirta O. Arriaga	FULL	ANY	wikidata
wd:Q9033600	Mirta Olga Arriaga	FULL	ANY	ipni
wd:Q9033600	Arriaga	VARIANT	ANY	wikidata
wd:Q9033620	M.Calduch	STANDARD	BOT	wikidata
wd:Q9033620	Misericordia Calduch	FULL	ANY	wikidata
wd:Q9033620	M.Calduch	VARIANT	ANY	wikidata
wd:Q90344025	Loghman Maleki	FULL	ANY	wikidata
wd:Q9035707	M.B.Foster	STANDARD	BOT	wikidata
wd:Q9035707	Mulford B. Foster	FULL	ANY	wikidata
wd:Q9035707	Mulford Bateman Foster	FULL	ANY	ipni
wd:Q9035707	M.B.Foster	VARIANT	ANY	wikidata
wd:Q9035707	Mulford Bateman Foster	VARIANT	ANY	wikidata
wd:Q90360601	Chao	CITATION	ZOO	wikidata
wd:Q90360601	Yu-Chan Chao	FULL	ANY	wikidata
wd:Q90360601	Chao	VARIANT	ANY	wikidata
wd:Q90360601	Y.-C. Chao	VARIANT	ANY	wikidata
wd:Q90376207	Marc Domènech	FULL	ANY	wikidata
wd:Q90389957	Mhairi Reid	FULL	ANY	wikidata
wd:Q90392268	Annemiek Vink	FULL	ANY	wikidata
wd:Q90398502	Ringelb.	STANDARD	BOT	wikidata
wd:Q90398502	Jens J. Ringelberg	FULL	ANY	wikidata
wd:Q90398502	Jens Ringelberg	VARIANT	ANY	wikidata
wd:Q90398502	Ringelb.	VARIANT	ANY	wikidata
wd:Q9041026	Sun Ruyong	FULL	ANY	wikidata
wd:Q9041026	Ru-Yong Sun	VARIANT	ANY	wikidata
wd:Q90412979	Onditi	CITATION	ZOO	wikidata
wd:Q90412979	Kenneth O. Onditi	FULL	ANY	wikidata
wd:Q90412979	Kenneth Onditi	VARIANT	ANY	wikidata
wd:Q90412979	Kenneth Otieno Onditi	VARIANT	ANY	wikidata
wd:Q90412979	Onditi, K. O.	VARIANT	ANY	wikidata
wd:Q90415878	Yoshiaki Ishida	FULL	ANY	wikidata
wd:Q90415878	Y. Ishida	VARIANT	ANY	wikidata
wd:Q90415949	Seiichi Irimura	FULL	ANY	wikidata
wd:Q90415949	S. Irimura	VARIANT	ANY	wikidata
wd:Q90416027	Rie Tajiri	FULL	ANY	wikidata
wd:Q90419165	Minh Trung Nguyen	FULL	ANY	wikidata
wd:Q90419165	Trung Minh Nguyen	VARIANT	ANY	wikidata
wd:Q90468604	Brittin	CITATION	ZOO	wikidata
wd:Q90468604	Guy Frederick Brittin	FULL	ANY	wikidata
wd:Q90468604	Brittin	VARIANT	ANY	wikidata
wd:Q90468604	G. Brittin	VARIANT	ANY	wikidata
wd:Q90468604	G. F. Brittin	VARIANT	ANY	wikidata
wd:Q90468604	G. F. J. M. Brittin	VARIANT	ANY	wikidata
wd:Q90468604	Guy Brittin	VARIANT	ANY	wikidata
wd:Q90468604	Guy F. Brittin	VARIANT	ANY	wikidata
wd:Q90468604	Guy F. J. M. Brittin	VARIANT	ANY	wikidata
wd:Q90468604	Guy Fredrick James Morris Brittin	VARIANT	ANY	wikidata
wd:Q90471	Kniph.	STANDARD	BOT	wikidata
wd:Q90471	Johann Hieronymus Kniphof	FULL	ANY	wikidata
wd:Q90471	Johann(es) Hieronymus Kniphof	FULL	ANY	ipni
wd:Q90471	Kniph.	VARIANT	ANY	wikidata
wd:Q90477879	Krivenko	STANDARD	BOT	wikidata
wd:Q90477879	Denis A. Krivenko	FULL	ANY	wikidata
wd:Q90477879	Denis Krivenko	VARIANT	ANY	wikidata
wd:Q90494	Störck	STANDARD	BOT	wikidata
wd:Q90494	Anton von Störck	FULL	ANY	wikidata
wd:Q90494	Anton von Stoerck	VARIANT	ANY	ipni
wd:Q90494	Störck	VARIANT	ANY	wikidata
wd:Q9049700	N.G.Marchant	STANDARD	BOT	wikidata
wd:Q9049700	Neville Graeme Marchant	FULL	ANY	ipni
wd:Q9049700	Neville Marchant	FULL	ANY	wikidata
wd:Q9049700	N. G. Marchant	VARIANT	ANY	wikidata
wd:Q9049700	Neville G. Marchant	VARIANT	ANY	wikidata
wd:Q9049700	Neville Graeme Marchant	VARIANT	ANY	wikidata
wd:Q9050610	N.De Marco	STANDARD	BOT	wikidata
wd:Q9050610	Nora De Marco	FULL	ANY	wikidata
wd:Q9050610	N.De Marco	VARIANT	ANY	wikidata
wd:Q9050666	N.H.Williams	STANDARD	BOT	wikidata
wd:Q9050666	Norris H. Williams	FULL	ANY	wikidata
wd:Q9050666	Norris Hagan Williams	FULL	ANY	ipni
wd:Q9050666	N.H.Williams	VARIANT	ANY	wikidata
wd:Q9050666	Norris Hagan Williams	VARIANT	ANY	wikidata
wd:Q9051187	Tur	STANDARD	BOT	wikidata
wd:Q9051187	Nuncia Maria Tur	FULL	ANY	ipni
wd:Q9051187	Nuncia María Tur	FULL	ANY	wikidata
wd:Q9051187	Nuncia Maria Tur	VARIANT	ANY	wikidata
wd:Q9051187	Tur	VARIANT	ANY	wikidata
wd:Q9051187	Tur, N. M.	VARIANT	ANY	wikidata
wd:Q9051187	Tur, Nuncia María	VARIANT	ANY	wikidata
wd:Q9051263	Tronc.	STANDARD	BOT	wikidata
wd:Q9051263	Nélida Sara Troncoso	FULL	ANY	wikidata
wd:Q9051263	N. S. Troncoso	VARIANT	ANY	wikidata
wd:Q9051263	Nelida Sara Troncoso	VARIANT	ANY	wikidata
wd:Q9051263	Nélida Sara Troncoso de Burkart	VARIANT	ANY	ipni
wd:Q9051263	Tronc.	VARIANT	ANY	wikidata
wd:Q9051976	Seberg	STANDARD	BOT	wikidata
wd:Q9051976	Ole Seberg	FULL	ANY	wikidata
wd:Q9051976	Seberg	VARIANT	ANY	wikidata
wd:Q9052017	O.G.Martínez	STANDARD	BOT	wikidata
wd:Q9052017	Olga G. Martínez	FULL	ANY	ipni
wd:Q9052017	Olga Gladys Martínez	FULL	ANY	wikidata
wd:Q9052017	Martínez, O. G.	VARIANT	ANY	wikidata
wd:Q9052017	Martínez, Olga Gladys	VARIANT	ANY	wikidata
wd:Q9052017	O.G.Martinez	VARIANT	ANY	wikidata
wd:Q9052017	O.G.Martínez	VARIANT	ANY	wikidata
wd:Q9052017	Olga G. Martinez	VARIANT	ANY	wikidata
wd:Q9052017	Olga Gladys Martínez	VARIANT	ANY	wikidata
wd:Q9053109	O.Bolòs	STANDARD	BOT	wikidata
wd:Q9053109	Oriol de Bolòs	FULL	ANY	wikidata
wd:Q9053109	O.Bolos	VARIANT	ANY	wikidata
wd:Q9053109	O.Bolòs	VARIANT	ANY	wikidata
wd:Q9053109	Oriol de Bolos	VARIANT	ANY	wikidata
wd:Q9053109	Oriol de Bolòs	VARIANT	ANY	ipni
wd:Q9053109	Oriol de Bolòs i Capdevila	VARIANT	ANY	wikidata
wd:Q9053594	Solbrig	STANDARD	BOT	wikidata
wd:Q9053594	Otto Thomas Solbrig	FULL	ANY	wikidata
wd:Q90537	Lehmann	CITATION	ZOO	wikidata
wd:Q90537	Karl Bernhard Lehmann	FULL	ANY	wikidata
wd:Q90553900	Jared Bernard	FULL	ANY	wikidata
wd:Q90555976	Tyler P. Cobb	FULL	ANY	wikidata
