Kuerzel;Bezeichnung;Erlaeuterung;Synonyme;BegriffId;ElternId;Hierarchie;Url;Guid;InspireCode;BoreholeMl;Aenderungsdatum
E2Y;Ypresium;Ypresian (older bound-56 Ma, younger bound-47.8 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 252 167 115; Quelle: International Chronostratigraphic Chart, Juli 2018;Ypresian;148;15;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/89de97fa-84fe-451f-8168-aa42501fc264;89de97fa-84fe-451f-8168-aa42501fc264;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/ypresian;True;16.08.2018
E1;Paläozän;Paleocene (older bound-66 Ma, younger bound-56 Ma; Serie/Series); RGB-Farbwerte nach INSPIRE/ICS: 253 167 95; Quelle: International Chronostratigraphic Chart, Juli 2018;Paleocene;16;13;5;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/69cb0ee1-1193-40d0-877c-f3ba57aacb4d;69cb0ee1-1193-40d0-877c-f3ba57aacb4d;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleocene;True;16.08.2018
E1T;Thanetium;Thanetian (older bound-59.2 Ma, younger bound-56 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 253 191 111; Quelle: International Chronostratigraphic Chart, Juli 2018;Thanetian;149;16;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/3c3dfa27-89fd-416a-9e9e-7ce4f54e4ffa;3c3dfa27-89fd-416a-9e9e-7ce4f54e4ffa;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/thanetian;True;16.08.2018
E1S;Seelandium;Selandian (older bound-61.6 Ma, younger bound-59.2 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 255 191 101; Quelle: International Chronostratigraphic Chart, Juli 2018;Selandian;150;16;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/8e710431-1d3e-4123-8e79-55cceb6e8e22;8e710431-1d3e-4123-8e79-55cceb6e8e22;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/selandian;True;16.08.2018
E1D;Danian;Danian (older bound-66 Ma, younger bound-61.6 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 253 180 96; Quelle: International Chronostratigraphic Chart, Juli 2018;Danium;151;16;6;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/10678b5d-fcfc-4008-b882-a180ad1ee2d1;10678b5d-fcfc-4008-b882-a180ad1ee2d1;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/danian;True;16.08.2018
MZ;Mesozoikum;Mesozoic (older bound-251.902 +/-0.024 Ma, younger bound-66 Ma; Ärathem/Erathem); RGB-Farbwerte nach INSPIRE/ICS: 103 197 202; Quelle: International Chronostratigraphic Chart, Juli 2018;Mesozoic;17;1;2;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/8669943a-7414-45f6-8d96-f1d3b2c7248a;8669943a-7414-45f6-8d96-f1d3b2c7248a;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mesozoic;True;16.08.2018
K;Kreide;Cretaceous (older bound-145 Ma, younger bound-66 Ma; System/System); RGB-Farbwerte nach INSPIRE/ICS: 127 198 78; Quelle: International Chronostratigraphic Chart, Juli 2018;Cretaceous;18;17;3;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/5b265535-5909-4cec-9d07-f89153fb3e5e;5b265535-5909-4cec-9d07-f89153fb3e5e;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cretaceous;True;16.08.2018
K2;Oberkreide;Upper Cretaceous (older bound-100.5 Ma, younger bound-66 Ma; Serie/Series); RGB-Farbwerte nach INSPIRE/ICS: 166 216 74; Quelle: International Chronostratigraphic Chart, Juli 2018;Upper Cretaceous;19;18;4;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/31d3e2e2-e05a-472c-8ca5-d1bbb33b59b8;31d3e2e2-e05a-472c-8ca5-d1bbb33b59b8;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateCretaceous;True;16.08.2018
K2M;Maastrichtium;Maastrichtian (older bound-72.1+/-0.2 Ma, younger bound-66 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 242 250 140; Quelle: International Chronostratigraphic Chart, Juli 2018;Maastrichtian;20;19;5;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/72a3031f-bc0e-4c68-91a9-78a0aafe0b3f;72a3031f-bc0e-4c68-91a9-78a0aafe0b3f;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/maastrichtian;True;16.08.2018
K2Ca;Campanium;Campanian (older bound-83.6 +/-0.2 Ma, younger bound-72.1+/-0.2 Ma; Stufe/Stage); RGB-Farbwerte nach INSPIRE/ICS: 230 244 127; Quelle: International Chronostratigraphic Chart, Juli 2018;Campanian;21;19;5;https://www.geokartieranleitung.de/desktopmodules/gkalist/api/cd27090a-da93-4a7f-b7f7-98c499d77e2b;cd27090a-da93-4a7f-b7f7-98c499d77e2b;http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/campanian;True;16.08.2018
