ID|Language|Label|Definition|Description|Governance level ID|Governance level Label|Codelist ID|Codelist label|Reference Source|Reference Link|Status ID|Status label|Parent ID|Successor ID|Predecessor ID
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/phanerozoic|en|Phanerozoic|IUGS /CGI value|Phanerozoic (older bound-542 +/-1 Ma, younger bound-0.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cenozoic|en|Cenozoic|IUGS /CGI value|Cenozoic (older bound-65.5 +/-0.3 Ma, younger bound-0.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/phanerozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/quaternary|en|Quaternary|IUGS /CGI value|Quaternary (older bound-2.588 Ma, younger bound-0.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cenozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene|en|Holocene|IUGS /CGI value|Holocene (older bound-0.0117 Ma, younger bound-0.0 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/quaternary||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pleistocene|en|Pleistocene|IUGS /CGI value|Pleistocene (older bound-2.588 Ma, younger bound-0.0117 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/quaternary||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/weichselian|en|Weichselian|TWG-GE term|Weichselian|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eemian|en|Eemian|TWG-GE term|Eemian|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/saalian|en|Saalian|TWG-GE term|Saalian|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holsteinian|en|Holsteinian|TWG-GE term|Holsteinian|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/elsterian|en|Elsterian|TWG-GE term|Elsterian|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cromerian|en|Cromerian complex|TWG-GE term|Cromerian complex|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/bavelian|en|Bavelian|TWG-GE term|Bavelian|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/holocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/latePleistocene|en|Late/Upper Pleistocene|IUGS /CGI value|Late/Upper Pleistocene (older bound-0.126 Ma, younger bound-0.0117 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/superseded|Superseded|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pleistocene|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperPleistocene|
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/ionian|en|Ionian|IUGS /CGI value|Ionian (older bound-0.781 Ma, younger bound-0.126 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pleistocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/calabrian|en|Calabrian|IUGS /CGI value|Calabrian (older bound-1.806 Ma, younger bound-0.781 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pleistocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/gelasian|en|Gelasian|IUGS /CGI value|Gelasian (older bound-2.588 Ma, younger bound-1.806 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pleistocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neogene|en|Neogene|IUGS /CGI value|Neogene (older bound-23.03 Ma, younger bound-2.588 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cenozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pliocene|en|Pliocene|IUGS /CGI value|Pliocene (older bound-5.332 Ma, younger bound-2.588 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neogene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/piacenzian|en|Piacenzian|IUGS /CGI value|Piacenzian (older bound-3.6 Ma, younger bound-2.588 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pliocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/zanclean|en|Zanclean|IUGS /CGI value|Zanclean (older bound-5.332 Ma, younger bound-3.6 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/pliocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene|en|Miocene|IUGS /CGI value|Miocene (older bound-23.03 Ma, younger bound-5.332 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/neogene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/messinian|en|Messinian|IUGS /CGI value|Messinian (older bound-7.246 Ma, younger bound-5.332 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/tortonian|en|Tortonian|IUGS /CGI value|Tortonian (older bound-11.608 Ma, younger bound-7.246 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/serravallian|en|Serravallian|IUGS /CGI value|Serravallian (older bound-13.82 Ma, younger bound-11.608 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/langhian|en|Langhian|IUGS /CGI value|Langhian (older bound-15.97 Ma, younger bound-13.82 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/burdigalian|en|Burdigalian|IUGS /CGI value|Burdigalian (older bound-20.43 Ma, younger bound-15.97 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/aquitanian|en|Aquitanian|IUGS /CGI value|Aquitanian (older bound-23.03 Ma, younger bound-20.43 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/miocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleogene|en|Paleogene|IUGS /CGI value|Paleogene (older bound-65.5 +/-0.3 Ma, younger bound-23.03 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cenozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/oligocene|en|Oligocene|IUGS /CGI value|Oligocene (older bound-33.9 +/-0.1 Ma, younger bound-23.03 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleogene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/chattian|en|Chattian|IUGS /CGI value|Chattian (older bound-28.4 +/-0.1 Ma, younger bound-23.03 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/oligocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/rupelian|en|Rupelian|IUGS /CGI value|Rupelian (older bound-33.9 +/-0.1 Ma, younger bound-28.4 +/-0.1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/oligocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eocene|en|Eocene|IUGS /CGI value|Eocene (older bound-55.8 +/-0.2 Ma, younger bound-33.9 +/-0.1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleogene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/priabonian|en|Priabonian|IUGS /CGI value|Priabonian (older bound-37.2 +/-0.1 Ma, younger bound-33.9 +/-0.1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/bartonian|en|Bartonian|IUGS /CGI value|Bartonian (older bound-40.4 +/-0.2 Ma, younger bound-37.2 +/-0.1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lutetian|en|Lutetian|IUGS /CGI value|Lutetian (older bound-48.6 +/-0.2 Ma, younger bound-40.4 +/-0.2 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/ypresian|en|Ypresian|IUGS /CGI value|Ypresian (older bound-55.8 +/-0.2 Ma, younger bound-48.6 +/-0.2 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/eocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleocene|en|Paleocene|IUGS /CGI value|Paleocene (older bound-65.5 +/-0.3 Ma, younger bound-55.8 +/-0.2 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleogene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/thanetian|en|Thanetian|IUGS /CGI value|Thanetian (older bound-58.7 +/-0.2 Ma, younger bound-55.8 +/-0.2 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/selandian|en|Selandian|IUGS /CGI value|Selandian (older bound-61.1 Ma, younger bound-58.7 +/-0.2 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/danian|en|Danian|IUGS /CGI value|Danian (older bound-65.5 +/-0.3 Ma, younger bound-61.1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/paleocene||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mesozoic|en|Mesozoic|IUGS /CGI value|Mesozoic (older bound-251 +/-0.4 Ma, younger bound-65.5 +/-0.3 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/phanerozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cretaceous|en|Cretaceous|IUGS /CGI value|Cretaceous (older bound-145.5 +/-4 Ma, younger bound-65.5 +/-0.3 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mesozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateCretaceous|en|Late/Upper Cretaceous|IUGS /CGI value|Late/Upper Cretaceous (older bound-99.6 +/-0.9 Ma, younger bound-65.5 +/-0.3 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/superseded|Superseded|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cretaceous|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous|
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/maastrichtian|en|Maastrichtian|IUGS /CGI value|Maastrichtian (older bound-70.6 +/-0.6 Ma, younger bound-65.5 +/-0.3 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/campanian|en|Campanian|IUGS /CGI value|Campanian (older bound-83.5 +/-0.7 Ma, younger bound-70.6 +/-0.6 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/santonian|en|Santonian|IUGS /CGI value|Santonian (older bound-85.8 +/-0.7 Ma, younger bound-83.5 +/-0.7 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/coniacian|en|Coniacian|IUGS /CGI value|Coniacian (older bound-88.6 Ma, younger bound-85.8 +/-0.7 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/turonian|en|Turonian|IUGS /CGI value|Turonian (older bound-93.6 +/-0.8 Ma, younger bound-88.6 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cenomanian|en|Cenomanian|IUGS /CGI value|Cenomanian (older bound-99.6 +/-0.9 Ma, younger bound-93.6 +/-0.8 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/earlyOrLowerCretaceous|en|Early/Lower Cretaceous|IUGS /CGI value|Early/Lower Cretaceous (older bound-145.5 +/-4 Ma, younger bound-99.6 +/-0.9 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/superseded|Superseded|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/cretaceous|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous|
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/albian|en|Albian|IUGS /CGI value|Albian (older bound-112 +/-1 Ma, younger bound-99.6 +/-0.9 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/aptian|en|Aptian|IUGS /CGI value|Aptian (older bound-125 +/-1 Ma, younger bound-112 +/-1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/barremian|en|Barremian|IUGS /CGI value|Barremian (older bound-130 +/-1.5 Ma, younger bound-125 +/-1 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/hauterivian|en|Hauterivian|IUGS /CGI value|Hauterivian (older bound-133.9 Ma, younger bound-130 +/-1.5 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/valanginian|en|Valanginian|IUGS /CGI value|Valanginian (older bound-140.2 +/-3 Ma, younger bound-133.9 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/berriasian|en|Berriasian|IUGS /CGI value|Berriasian (older bound-145.5 +/-4 Ma, younger bound-140.2 +/-3 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lowerCretaceous||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/jurassic|en|Jurassic|IUGS /CGI value|Jurassic (older bound-199.6 +/-0.6 Ma, younger bound-145.5 +/-4 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/mesozoic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/lateJurassic|en|Late/Upper Jurassic|IUGS /CGI value|Late/Upper Jurassic (older bound-161.2 +/-4 Ma, younger bound-145.5 +/-4 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/superseded|Superseded|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/jurassic|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperJurassic|
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/tithonian|en|Tithonian|IUGS /CGI value|Tithonian (older bound-150.8 +/-4 Ma, younger bound-145.5 +/-4 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperJurassic||
http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/kimmeridgian|en|Kimmeridgian|IUGS /CGI value|Kimmeridgian (older bound-155.6 Ma, younger bound-150.8 +/-4 Ma)|http://inspire.ec.europa.eu/registry/governance-level/eu-technical|Technical (EU)|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue|Geochronologic Era|||http://inspire.ec.europa.eu/registry/status/valid|Valid|http://inspire.ec.europa.eu/codelist/GeochronologicEraValue/upperJurassic||
