name,type,start,end,parent,labels
CambrianStage10,AGE,489.5,485.4,Furongian,"kambrium, stupeň 10|Câmbrico-Piso 10|Kambrium-Stupeň 10|Cámbrico-Piso 10|Камбрий - 10 етаж|第10期|cambriano - stage 10|Kambrium-Etage 10|kambrium etage 10|第十期|Cambrian-Stage 10|Cambrien-Etage 10|Kambras-Aukštas 10|Kambri-vaihe 10|Kambr-Piętro 10|Kambrium-etasje10|Kambrium-Stufe 10|Cambrium, Zone 10|Kambrium, Lade 10|kambrium 10. emelet|kambrij-stopnja 10"
Jiangshanian,AGE,494.0,489.5,Furongian,"Jiangshanian|江山期|第9期|Kambrium, Lade 9|Cambrium, Zone 9|kambrium etage 9|Cámbrico-Piso 9|Kambrium-Etage 9|Kambrium-Stufe 9|Kambrium -etasje 9|Kambras - Aukštas 9|Kambri-vaihe 9|Камбрий - 9 етаж|Câmbrico-Piso 9|Kambr-Piętro 9|第九期|kambrium 9. emelet|Jiangshanian|Jiangshanian|cambriano - stage 9|kambrij-stopnja 9|Kambrium-Stupeň 9|kambrium, stupeň 9"
Paibian,AGE,497.0,494.0,Furongian,排碧期|Paibiën|paibij|Paibium|Paibium|Paibian|Paibi|paibiano|paibi|paib|Paibien|Paibien|pajb|Paibis|Paibiano|Paib|Paib|Paib|パイビアン期|Paibiense|Паиб
Guzhangian,AGE,500.5,497.0,Miaolingian,guzhang|guzhangij|Guzhangiano|Guzhangi|guzhangi|Guzhangien|Guzhangien|古丈期|Guzhangium|Guzhangium|Guzhangian|Guzhang|Guzhang|グザンギアン期|Gużang|Guzhangiën|Жужанг|guzhangiano|Guzhangiense|Gužangis|gužang
Drumian,AGE,504.5,500.5,Miaolingian,drumiano|Drumiën|Drumien|Drumien|Drumiense|Drumian|drumij|Drumi|drumi|Drum|Drum|Drum|鼓山期|drum|drum|Drumium|Drumium|Друм|Drumiano|Drumis|ドルミアン期
Wuliuan,AGE,509.0,504.5,Miaolingian,"Wuliuan|kambrij-stopnja 5|cambriano-stage 5|第5期|Kambrium-Stupeň 5|Kambrium, Lade 5|Kambrium-Stufe 5|Cambrien-Etage 5|Cambrian-Stage 5|Kambr-Piętro 5|Cambrium-etasje 5|Kambri-vaihe 5|kambriumi-5. szakasz|第五期|Cámbrico-Piso 5|Cambrium, Zone 5|kambrium-stupeň 5|kambrium etage 5|Камбрий-5 етаж|Câmbrico-Piso 5|Kambrium-Etage 5|Kambras-Aukštas 5|CambrianStage5"
CambrianStage4,AGE,514.0,509.0,CambrianSeries2,"Kambras-Aukšts 4|kambrij stopnja 4|Kambr-Piętro 4|第四期|第4期|cambriano - stage 4|Cambrien-Etage 4|Cámbrico-Piso 4|Cambrian-Stage 4|Kambrium-Stufe 4|Камбрий - 4 етаж|Kambri-vaihe 4|kambrium 4. emelet|kambrium etage 4|Kambrium, Lade 4|Kambrium-Stupeň 4|Kambrium-etasje 4|Kambrium-Etage 4|kambrium, stupeň 4|Câmbrico-Piso 4|Cambrium, Zone 4"
CambrianStage3,AGE,521.0,514.0,CambrianSeries2,"第3期|Kambrium-Stupeň 3|Kambrium, Lade 3|Kambrium-Etage 3|Câmbrico-Piso 3|kambrium 3. emelet|第三期|Cambrien-Etage 3|Cambrium, Zone3|Kambras-Aukštas 3|Kambrium-etasje 3|kambrij-stopnja 3|kambrium, stupeň 3|cambriano - stage 3|Cámbrico-Piso 3|kambrium etage 3|Kambr-Piętro 3|Kambrium-Stufe 3|Kambri-vaihe 3|Камбрий - 3 етаж|Cambrian-Stage 3"
CambrianStage2,AGE,529.0,521.0,Terreneuvian,"第二期|Kambri-vaihe 2|kambrium etage 1|cambriano - stage 2|Kambrium-etasje 2|第2期|Kambrium, Lade 2|Cámbrico-Piso 2|Kambrium-Stupeň 2|Kambrium-Stufe 2|Câmbrico-Piso 2|Камбрий - 2 етаж|Cambrien-Etage 2|Kambrium-Etage 2|Kambras-Aukštas 2|kambrium, stupeň 2|Kambr-Piętro 2|kambrij-stopnja 2|Cambrium, Zone 2|Cambrian-Stage 2|kambrium 2. emelet"
Fortunian,AGE,541.0,529.0,Terreneuvian,Fortunian|fortunij|fortun|fortun|Fortuniense|Fortuniano|Fortuniën|Фортун|fortuniano|Fortun|Fortun|Fortun|Fortunien|Fortunien|好运期|フォルツニアン期|Fortunis|Fortune|Fortunium|Fortunium|fortuni
